product_name,brands,categories_en,origins_en,energy_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,salt_100g,nutrition-score-fr_100g
Sandwich polaire saumon fumé et salade,U,"Sandwiches,Fish sandwiches,Salmon sandwiches,fr:Sandwichs polaires",France,960.0,7.0,1.2,30.0,5.8,9.8,1.3,2.0
Sandwich au pain de mie complet garni de rosette de Lyon et de cornichons,U,"Sandwiches,Sandwiches filled with cold cuts,Rosette Sandwiches",France,1350.0,19.5,8.3,25.1,3.0,10.4,2.01,20.0
"Sandwich au pain de mie aux céréales garni de fromage de chèvre, de tomates, de roquette et de courgettes grillées",U,"Sandwiches,Cheese sandwiches,Goat cheese sandwiches",France,963.0,11.0,3.9,21.0,3.9,8.2,1.1,1.0
Sandwich au pain de mie aux céréales garni de filet de poulet rôti traité en salaison et de sauce caesar,U,"Sandwiches,Poultry sandwiches,Chicken sandwiches",France,998.0,11.1,2.0,22.8,4.22,10.5,1.12,2.0
Palmiers au pavot,U,"Snacks,Salty snacks,Sweet snacks,Appetizers,Biscuits and cakes,Biscuits,Crackers",France,2185.0,28.0,15.0,60.0,22.0,5.7,0.71,19.0
Cacahuètes Grillées et Salées,U,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Snacks,Legumes,Salty snacks,Nuts and their products,Nuts,Roasted nuts,Peanuts,Salted nuts,Roasted peanuts,Salted peanuts",France,2559.0,51.0,7.5,9.6,5.3,26.0,0.98,4.0
"Sandwich au pain de mie complet garni de thon émincé au naturel, de crudités et d'oeuf",U,"Sandwiches,Fish sandwiches,Tuna sandwiches,Raw-vegetable-sandwiches",France,787.0,6.9,0.9,19.0,2.5,10.0,1.0,-2.0
Confiture de Framboises,U,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Spreads,Breakfasts,Fruits based foods,Plant-based spreads,Sweet spreads,Fruit and vegetable preserves,Jams,Berry jams,Fruit-jams,Plant-based pâtés,Raspberry jams",France,1030.0,0.1,0.0,58.0,49.0,0.7,0.03,9.0
Confiture Fruits Exotiques,U,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Spreads,Breakfasts,Fruits based foods,Plant-based spreads,Sweet spreads,Fruit and vegetable preserves,Jams,Mixed fruit jams,Tropical fruit jams,Fruit-jams,Plant-based pâtés",France,1025.0,0.1,0.0,60.0,51.0,0.3,0.05,11.0
Truffes Fantaisie,U,"Snacks,Sweet snacks,Confectioneries,Chocolate candies,Bonbons,Chocolate truffles",France,2410.0,42.6,30.9,40.8,36.9,5.1,0.2,20.0
Lait UHT demi écrémé facile à digérer,U,"Dairies,Milks,Homogenized milks,Semi-skimmed milks,UHT Milks,Low-lactose milk",France,195.0,1.6,1.0,4.8,4.8,3.2,0.1,0.0
Purée de légumes de saison cuisinée,U,"Frozen foods,Meals,Prepared vegetables,Purées,Mashed vegetables",France,232.0,2.1,1.4,5.1,1.7,2.7,0.5,-5.0
Bâtonnet de poulet et son duo de sauces,U,"Meats,Meat preparations,Poultries,Breaded products,Chickens,Cooked poultries,Chicken preparations,Cooked chicken,Breaded chicken",France,1030.0,13.0,2.1,17.0,1.4,14.0,1.05,2.0
Quatre Quarts Pur Beurre,U,"Snacks,Sweet snacks,Biscuits and cakes,Cakes,Pound Cake",France,1809.0,25.0,15.0,47.0,28.0,5.8,1.2,26.0
Pains au lait,U,"Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Sweet snacks,Breakfasts,Viennoiseries,Breads,Milk bread rolls,fr:pains-au-lait-aux-oeufs-frais",France,1492.0,12.0,3.8,53.0,12.0,7.6,1.2,12.0
Brioche tranchée,U,"Snacks,Sweet snacks,Breakfasts,Viennoiseries,Brioches,Pure butter brioche,fr:Brioches tranchées,fr:Brioches tranchées pur beurre",France,1468.0,11.0,3.9,55.0,15.0,7.6,1.1,13.0
Brioche tranchée aux pépites de chocolat,U,"Snacks,Sweet snacks,Breakfasts,Viennoiseries,Brioches,Brioche filled with chocolate drops,fr:Brioches tranchées,fr:brioches-tranchees-au-chocolat",France,1459.0,11.0,3.0,53.0,19.0,7.7,0.95,12.0
Mini pains précuits,U,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Pre-baked breads",France,1052.0,1.2,0.2,51.0,2.5,7.5,1.4,3.0
Boisson gazeuse à base d'eau minérale naturelle saveur agrumes,U,"Beverages,Carbonated drinks,Waters,Carbonated waters,Flavored waters,Flavored sparkling waters",France,0.0,0.0,0.0,0.0,0.0,0.0,0.006999999999999999,0.0
Boisson bio au soja saveur chocolat,"U Bio, U","Plant-based foods and beverages,Beverages,Plant-based foods,Legumes and their products,Plant-based beverages,Milk substitute,Plant milks,Legume milks,Soy milks,Chocolate soy milks,Sweetened beverages",France,320.0,2.1,0.4,10.1,9.4,3.7,0.04,0.0
Boisson bio au soja saveur vanille,"U Bio, U","Plant-based foods and beverages,Beverages,Plant-based foods,Legumes and their products,Plant-based beverages,Milk substitute,Plant milks,Legume milks,Soy milks,Sweetened beverages,Vanilla soy milks",France,257.0,2.0,0.3,6.8,5.8,3.7,0.02,-1.0
Biscuits sablés pur beurre fourré à la noix de coco,U,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Dry biscuits,Filled biscuits,Shortbread cookies,Shortbread cookie with coconut,Sables-a-la-noix-de-coco",France,2205.0,31.0,22.0,56.0,25.0,5.6,0.69,22.0
Mini Cakes aux Fruits,U,"Snacks,Sweet snacks,Biscuits and cakes,Cakes,Fruit cakes",France,1569.0,13.0,1.3,59.0,37.0,4.5,1.1,14.0
Chipolata supérieure gros grain,U,"Meats,Prepared meats,Sausages",France,1125.0,23.5,8.2,1.0,1.0,13.9,1.6,18.0
Chipolata supérieure gros grain,U,"Meats,Prepared meats,Sausages,French sausages,Chipolatas",France,1125.0,23.5,8.2,1.0,1.0,13.9,1.6,18.0
Chipolata herbe supérieure gros grain,U,"Meats,Prepared meats,Sausages",France,1125.0,23.5,8.2,1.0,1.0,13.9,1.6,18.0
Chipolata herbe supérieure gros grain,U,"Meats,Prepared meats,Sausages,French sausages,Chipolatas",France,1125.0,23.5,8.2,1.0,1.0,13.9,1.6,18.0
Saucisse toulouse gros grain,U,"Meats,Prepared meats,Sausages,French sausages,Toulouse sausages",France,1125.0,23.5,8.2,1.0,1.0,13.9,1.6,18.0
Saucisse supérieure roulée gros grain,U,"Meats,Prepared meats,Sausages",France,1125.0,23.5,8.2,1.0,1.0,13.9,1.6,18.0
Plateau de poulet colombo,U,"Meats,Poultries,Chickens",France,850.0,14.1,4.3,2.0,0.7,17.4,1.5,12.0
Blé précuit cuisson rapide,U,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Seeds,Cereals and their products,Cereal grains,Wheats,Durum wheats,fr:feculents",France,1485.0,1.2,0.2,70.0,1.4,12.1,0.0,-6.0
Boeuf braisé aux carottes,U,"Meals,Meat-based products,Meals with meat,Beef dishes,Microwave meals",France,241.0,2.0,0.7,3.2,2.5,5.7,0.9,-2.0
Sauté de poulet blanc,U,"Meats,Poultries,Chickens",France,623.0,8.6,2.0,0.0,0.0,18.0,0.21,-3.0
Sauté de poulet jaune,U,"Meats,Poultries,Chickens",France,435.0,1.3,0.4,0.0,0.0,23.0,0.11,-4.0
Mini tartelettes au chocolat au lait coeur fondant au lait,"U Mat & Lou, U","Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits,Milk chocolate biscuits,fr:gouters-fourres,fr:tartelettes-au-chocolat-au-lait",France,2130.0,25.0,14.0,62.0,34.0,7.5,0.53,23.0
Fourrés ronds goût tout chocolat,U,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits,Filled biscuits,fr:gouters-fourres",France,2001.0,19.0,10.0,68.0,35.0,6.5,0.5,19.0
Barres céréales pétales chocolatées talon lait,"U Mat & Lou, U","Snacks,Sweet snacks,Bars,Cereal bars",France,1760.0,12.1,8.8,68.5,32.9,6.8,0.3,17.0
Gourdes compotes allégée en sucres pomme banane,"U Mat & Lou, U","Plant-based foods and beverages,Plant-based foods,Desserts,Fruits and vegetables based foods,Fruits based foods,Compotes,Apple compotes,Compotes to drink,Light compotes,fr:Compotes pommes banane",France,315.0,0.2,0.0,17.0,15.5,0.3,0.0,-3.0
Gourdes compote de pommes allégée en sucres,"U Mat & Lou, U","Plant-based foods and beverages,Plant-based foods,Desserts,Fruits and vegetables based foods,Fruits based foods,Compotes,Apple compotes,Compotes to drink,Light compotes",France,315.0,0.2,0.0,17.0,15.5,0.3,0.0,-3.0
16 Pots Pomme,U,"Plant-based foods and beverages,Plant-based foods,Desserts,Fruits and vegetables based foods,Fruits based foods,Compotes,Apple compotes",France,245.0,0.6,0.22,12.0,10.9,0.4,0.0,-4.0
Cuillers pâtissiers fraise,U,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Dry biscuits,Sponge fingers biscuit",France,1501.0,5.1,2.2,69.0,48.0,7.7,0.46,17.0
Lentilles préparées,U,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Canned foods,Fruits and vegetables based foods,Legumes,Seeds,Canned plant-based foods,Legume seeds,Meals,Vegetables based foods,Canned vegetables,Pulses,Lentils,Canned meals,Prepared lentils",France,302.0,0.5,0.1,10.0,0.5,5.6,0.74,-8.0
Lentilles préparées,U,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Canned foods,Fruits and vegetables based foods,Legumes,Seeds,Canned plant-based foods,Legume seeds,Meals,Vegetables based foods,Canned vegetables,Pulses,Canned legumes,Lentils,Canned lentils,Prepared lentils",France,302.0,0.5,0.1,10.0,0.5,5.6,0.74,-8.0
Boules de céréales au miel,"U Mat & Lou, U","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breakfasts,Cereals and their products,Breakfast cereals,Cereals with honey",France,1612.0,0.9,0.1,85.0,25.0,6.7,0.5,9.0
Riz soufflé enrobé de chocolat,"U, U Mat & Lou","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breakfasts,Cereals and their products,Breakfast cereals,Puffed grains,Puffed cereals,Chocolate cereals,Puffed rice",France,1664.0,2.5,1.3,86.0,33.6,5.4,1.13,15.0
Boules de céréales goût chocolat,"U Mat & Lou, U","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breakfasts,Cereals and their products,Breakfast cereals,Chocolate cereals",France,1612.0,2.7,1.0,77.0,24.0,8.2,0.31,0.0
Gourdes pomme-pomme poire pomme-banane sans sucre ajouté,"U Mat & Lou, U","Plant-based foods and beverages,Plant-based foods,Desserts,Fruits and vegetables based foods,Fruits based foods,Compotes,Apple compotes,Applesauces,Compotes to drink,Pear applesauces,fr:Compotes pommes banane",France,244.0,0.2,0.0,13.0,11.0,0.3,0.0,-4.0
Gourdes pomme-pomme abricot pomme-fraise sans sucre ajouté,"U Mat & Lou, U","Plant-based foods and beverages,Plant-based foods,Desserts,Fruits and vegetables based foods,Fruits based foods,Compotes,Apple compotes,Applesauces,Compotes to drink,Strawberry applesauces,fr:Compotes pommes abricot",France,228.0,0.2,0.0,12.0,10.0,0.3,0.0,-4.0
Gourdes à la pomme sans sucre ajouté,"U Mat & Lou, U","Plant-based foods and beverages,Plant-based foods,Desserts,Fruits and vegetables based foods,Fruits based foods,Compotes,Apple compotes,Applesauces,Compotes to drink",France,228.0,0.2,0.0,12.0,11.0,0.3,0.0,-4.0
Gourdes à la pomme sans sucre ajouté,"U Mat & Lou, U","Plant-based foods and beverages,Plant-based foods,Desserts,Fruits and vegetables based foods,Fruits based foods,Compotes,Apple compotes",France,228.0,0.2,0.0,12.0,11.0,0.3,0.0,-4.0
Barres au chocolat fourrées au lait,"U Mat & Lou,U","Snacks,Sweet snacks,Confectioneries,Bars,Chocolate candies,Cereal bars,Chocolate bars,Chocolate cereal bars,Chocolate confectionery with dairy filling",France,2335.0,34.0,22.0,55.0,53.4,7.9,0.25,26.0
Mat & Lou,"Mat & Lou,U","Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Sponge cake biscuits wih fruits covering,Strawberry biscuits,fr:Barquettes,fr:Barquettes à la fraise",France,1473.0,3.9,0.7,73.7,52.7,4.6,0.4,14.0
Barquettes chocolat noisette,"Mat & Lou,U","Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits,fr:Barquettes",France,2063.0,24.0,2.7,60.0,44.0,8.1,0.52,16.0
Tresse à la crème pâtissière et pépites de chocolat,U,"Snacks,Sweet snacks,Biscuits and cakes,Viennoiseries,Brioches,Pastries,Brioche filled with chocolate drops",France,1247.0,8.8,4.3,47.0,20.0,5.8,0.65,11.0
Brioche fourrée à la crème pâtissière,U,"Snacks,Sweet snacks,Viennoiseries,Brioches,fr:brioches-a-la-creme-patissiere",France,1532.0,29.0,20.0,1.0,0.0,26.0,2.0,22.0
Assortiment patissier,U,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Assortments of biscuits",France,2058.0,22.0,13.0,66.0,39.0,6.3,0.44,23.0
Fromage blanc pasteurisée sucré aux fruits,"U, U Mat & Lou","Dairies,Desserts,Fermented foods,Fermented milk products,Dairy desserts,fr:Fromages blancs",France,386.0,1.9,1.3,13.0,12.0,5.5,0.08,1.0
Mousse de fromage frais sucré aux fruits et au lait pasteurisé 7 % dematière grasse,"U Mat & Lou, U","Desserts,Sweet mousses,Fruit mousses,fr:mousses-fromage-frais,fr:mousses-fromage-frais-aux-fruits,fr:mousses-fromage-frais-sucre,fr:specialites-laitieres",France,581.0,7.0,4.6,12.4,11.7,6.5,0.09,3.0
"Fromage frais lait pasteurisé sucré aux fruits 2,9%MG","U Mat & Lou, U","Dairies,Desserts,Dairy desserts,Petits suisses,Petit-Suisse with fruits,fr:fromages-frais-sucres",France,406.0,2.0,1.3,13.0,12.0,6.5,0.13,0.0
Yaourt à boire sucré pulpe de fraise,"U Mat & Lou, U","Beverages,Dairies,Fermented foods,Fermented milk products,Dairy drinks,Fermented drinks,Fermented milk drinks,Yogurts,Drinkable yogurts,Flavoured yogurts,Fruit yogurts,Strawberry yogurt drinks,Strawberry yogurts,Sweetened beverages,Sweetened yogurts,Unsweetened beverages",France,347.0,1.8,1.2,13.0,12.7,3.5,0.1,2.0
Crème dessert bi-goût chocolat et lait,"U Mat & Lou, U","Dairies,Desserts,Dairy desserts,Dessert creams,Chocolate desserts,Refrigerated dessert creams,Refrigerated chocolate custard dessert",France,463.0,2.9,2.0,18.0,15.0,2.8,0.12,4.0
Dessert lacté flan goût vanille nappé caramel,"U Mat & Lou,U","Dairies,Desserts,Fresh foods,Dairy desserts,Flans,fr:Desserts lactés aux œufs,fr:flans-nappes-caramel",France,368.0,0.8,0.5,17.0,17.0,2.9,0.19,3.0
Dessert lacté flan goût vanille nappé caramel,"U Mat & Lou, U","Dairies,Desserts,Dairy desserts,Flans",France,368.0,0.8,0.5,17.0,17.0,2.9,0.19,3.0
Fromage frais au lait pasteurisé sucré aux fruits 2% de MG,"U Mat & Lou, U","Dairies,Desserts,Fermented foods,Fermented milk products,Dairy desserts,fr:Fromages blancs",France,406.0,2.0,1.3,13.0,12.0,6.5,0.13,0.0
Dessert lacté gélifié au chocolat,"U Mat & Lou, U","Dairies,Desserts,Dairy desserts,Dessert creams,Chocolate desserts,Refrigerated dessert creams,Refrigerated chocolate custard dessert",France,480.0,3.0,2.1,19.0,17.0,2.8,0.1,5.0
Dessert lacté gélifié au chocolat ou à la vanille panachés,"U Mat & Lou, U","Dairies,Desserts,Dairy desserts,Flans",France,480.0,3.0,2.1,19.0,17.0,2.8,0.1,5.0
Grignotte de poulet rôtie barbecue,U,"Meats,Meat preparations,Poultries,Breaded products,Chickens,Cooked poultries,Chicken preparations,Cooked chicken,Breaded chicken",France,845.0,11.0,3.0,6.0,4.0,19.0,1.1,2.0
Pointe de brie de caractère au lait de vache pasteurisé 23% de MG,U,"Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,Soft cheeses with bloomy rind,French cheeses,Bries,Pasteurized cheeses",France,1208.0,23.0,16.2,2.0,2.0,19.0,1.5,14.0
Boisson au soja chocolat,"U Bio,U","Plant-based foods and beverages,Beverages,Plant-based foods,Legumes and their products,Plant-based beverages,Milk substitute,Plant milks,Legume milks,Soy milks,Chocolate soy milks,Sweetened beverages,Unsweetened beverages",France,318.0,2.1,0.4,10.1,9.4,3.7,0.04,0.0
Boisson soja vanille,U Bio,"Plant-based foods and beverages,Beverages,Plant-based foods,Legumes and their products,Plant-based beverages,Milk substitute,Plant milks,Legume milks,Soy milks,Unsweetened beverages,Vanilla soy milks",France,259.0,2.1,0.5,6.7,5.9,3.8,0.01,-1.0
Coupelle dessert de fruits pommes,U,"Plant-based foods and beverages,Plant-based foods,Desserts,Fruits and vegetables based foods,Fruits based foods,Compotes,Apple compotes,Applesauces",France,299.0,0.2,0.0,16.0,16.0,0.3,0.0,-3.0
Quiche Lorraine Jambon,U,"Frozen foods,Meals,Pizzas pies and quiches,Frozen ready-made meals,Microwave meals,Quiches,Lorraine quiche",France,1025.0,15.0,5.3,30.0,3.6,7.2,1.1,12.0
Chips ondulées saveur poulet braisé,U,"Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Salty snacks,Appetizers,Chips and fries,Crisps,Potato crisps,Flavoured potato crisps,Potato crisps in sunflower oil,Roasted chicken and thyme crisps",France,2250.0,34.0,3.1,50.0,1.0,6.0,1.4,10.0
Chips ondulées saveur chèvre poivre,U,"Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Salty snacks,Appetizers,Chips and fries,Crisps,Potato crisps,Flavoured potato crisps,Potato crisps in sunflower oil",France,2157.0,32.0,3.0,49.0,4.2,6.1,1.5,10.0
Chips classique saveur barbecue,U,"Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Salty snacks,Appetizers,Chips and fries,Crisps,Potato crisps,Flavoured potato crisps,Barbecue crisps,Potato crisps in sunflower oil",France,2250.0,34.0,3.0,50.0,3.0,6.0,1.4,9.0
Fromage frais au lait pasteurisé sucré aux fruits 2% de matière grasse,"U Mat & Lou, U","Dairies,Desserts,Fermented foods,Fermented milk products,Cheeses,Dairy desserts,Quark,fr:Fromages blancs,Cream cheeses",France,406.0,2.0,1.3,13.0,12.0,6.5,0.13,0.0
Purée pommes myrtille framboise sans sucres ajoutés,U,"Plant-based foods and beverages,Plant-based foods,Desserts,Fruits and vegetables based foods,Fruits based foods,Compotes,Apple compotes,Blueberry applesauces,Raspberry applesauces",France,228.0,0.6,0.14,10.6,9.1,0.5,0.003,-5.0
Crème UHT liquide 18% de MG,U,"Dairies,Creams,Liquid cream,UHT Creams,fr:Crèmes légères,fr:Crèmes liquides",France,788.0,18.0,11.5,4.6,3.8,2.6,0.1,12.0
Crème UHT semi-épaisse 30% de MG,U,"Dairies,Creams,Liquid cream,UHT Creams,fr:Crèmes entières",France,1227.0,30.0,19.0,4.5,3.2,2.4,0.12,13.0
Emincés de volaille cuits kebab,U,"Meats,Frozen foods,Frozen meats,Poultries,Frozen poultry",France,574.0,5.1,0.0,3.6,0.1,18.9,0.74,-1.0
Effeuillés steaks pur boeuf race limousin 10%mg VBF,U,"Meats,Frozen foods,Frozen meats,Frozen steaks",France,720.0,10.0,3.7,0.0,0.0,20.6,0.16,0.0
Mini beurre doux 82% de MG,U,"Dairies,Spreads,Fats,Spreadable fats,Animal fats,Milkfat,Dairy spread,Butters,Sweet cream butters",France,3058.0,82.0,60.0,0.6,0.6,0.8,0.05,19.0
Tarte aux Légumes du Soleil,U,"Frozen foods,Meals,Fresh foods,Pies,Pizzas pies and quiches,Salted pies,Fresh meals,Frozen pizzas and pies,Frozen ready-made meals,Frozen pies,Vegetables pies",France,781.0,8.3,1.2,23.1,3.7,3.8,1.04,2.0
Tarte à la savoyarde,U,"Frozen foods,Meals,Pies,Pizzas pies and quiches,Salted pies,Frozen pizzas and pies,Frozen ready-made meals,Frozen pies",France,1085.0,14.1,6.6,24.0,1.9,8.7,1.03,12.0
Tarte au thon tomates et moutarde à l'ancienne,U,"Frozen foods,Meals,Pies,Pizzas pies and quiches,Meals with fish,Salted pies,Frozen ready-made meals,Tuna pies",France,943.0,11.2,4.2,21.1,2.1,9.3,0.95,4.0
Mayonnaise à la Moutarde à l'Ancienne,U,"Groceries,Sauces,Mayonnaises,fr:mayonnaises-a-l-huile-de-colza",France,2664.0,70.0,5.9,2.1,1.5,1.9,1.6,19.0
Mayonnaise allégée en matières grasses à la moutarde de Dijon,U,"Groceries,Sauces,Mayonnaises,Light mayonnaises",France,1151.0,27.0,2.4,7.8,4.2,0.9,2.0,13.0
Briochettes pépites de chocolat lait,"U Mat & Lou, U","Snacks,Sweet snacks,Viennoiseries,Brioches,Brioche filled with chocolate drops,Small brioches",France,1514.0,12.6,3.9,52.3,19.6,8.3,1.0,13.0
"Mini Suédois, toast moelleux à tartiner",U,"Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Salty snacks,Sandwiches,Breads,Flatbreads,Special breads,fr:Canapés",France,1118.0,2.7,0.6,48.7,6.8,8.9,1.4,0.0
Pains au lait aux pépites de chocolat au lait,U,"Snacks,Sweet snacks,Viennoiseries,Milk bread rolls,Milk bread rolls with chocolate",France,1501.0,13.0,4.2,51.0,19.0,8.1,0.75,14.0
Lait 1/2 écrémé,U,"Dairies,Milks,Homogenized milks,Semi-skimmed milks,UHT Milks,Cow milks",France,473.0,3.8,2.5,12.0,12.0,7.8,0.2,1.0
Menthe Fraîche,U,"Snacks,Sweet snacks,Confectioneries,Candies,fr:bonbons-a-la-menthe",France,1617.0,0.5,0.1,95.0,69.0,0.5,0.02,14.0
Caramels durs à la crème,U,"Snacks,Sweet snacks,Confectioneries,Caramels",France,1782.0,8.0,5.0,86.0,70.0,1.4,1.0,23.0
Allumettes de lardons,U,"Meats,Prepared meats,fr:Charcuteries diverses,fr:Allumettes de porc,Lardons",France,1048.0,20.0,6.6,0.7,0.6,17.4,2.79,19.0
Allumettes lardons fumés,U,"Meats,Prepared meats,fr:Charcuteries diverses,fr:Allumettes de porc,Lardons,Smoked lardons",France,1048.0,20.0,6.6,0.7,0.6,17.4,2.79,19.0
Plateau Asiatique 14 Pièces + Sauces,U,"Snacks,Salty snacks,Seafood,Appetizers,Fishes,Meals,Meat-based products,Fish preparations,Meals with fish,Meals with meat,Pork meals,Refrigerated foods,Meals with shellfish,Nems,Refrigerated meals,Samosas,Cod acras,Meals with shrimps,Pork nems,Pork samosas,Shrimp fritters,Preparations-made-from-fish-meat",France,902.0,11.0,2.4,23.0,4.7,5.4,1.7,11.0
Pur jus de pomme,U,"Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices,Squeezed juices,Apple juices,Squeezed apple juices",France,172.0,0.0,0.0,10.0,9.7,0.5,0.01,3.0
